text,sentiment
"Main jaldi uthna chahta hoon, aur kal (aaj) coffee lena chahta hoon! Yeh bohot busy din hoga! Lekin likhte rehna padega.. booo whoo!",neutral
Daddy aur Mommy ki yaad aa rahi hai.,negative
"Mera kutta officially depressed hai kyunki mere bhai ke kutte chale gaye. Woh bahar nahi jana chahta aur jab hum gaye, toh woh half-heartedly khel raha tha.",negative
Abhi realize kiya ke main apne iPhone se text msgs forward nahi kar sakta.,neutral
"Mera pehla post... Apne parents ke liye nayi car dhoondhne ja raha hoon, exciting!",positive
Argh noo! Wossy par The Killers miss kar diya! Yeh bura hai! Brandon ko miss kar diya. Total failure! Koi jaanta hai kya repeat hoga? Jaana padega!,negative
Seriously bore hoon bina kisi se baat kiye... lekin neend ke liye utna thaka nahi.,negative
Main lost hoon. Kripya mujhe accha ghar dhoondhne mein madad karein.,negative
"Yeh Peter & Gordon ka subah hai -> Aur main, tukde tukde ho gaya hoon aur chhupna chahta hoon / Tukde tukde ho gaya hoon aur lagbhag mar gaya / Ever... ? http://blip.fm/~5yk38",neutral
"Ok, toh ab mera peeth thoda dard kar raha hai saara drum hardware car mein dalne ke baad.",negative
LMAO... Smh! woh ek ne mujhe confuse kar diya.,neutral
Oh nice going!,positive
Kaam ke liye tayaar ho raha hoon... Pura weekend kaam.,neutral
Mothers Day family ke saath celebrate karne wala hoon lekin partying aaj raat se shuru karne wala hoon.,positive
Main tumse sehmat hoon!,positive
Main sirf computers karta hoon. Sab kuch aur mein hopeless hoon.,negative
"90 degrees, ganda aasman, aur thunderstorms... mere mood ke liye perfect match lol",positive
2nd aww thanks!,positive
Sorry RB mere liye PS3 par hai.,negative
Amazing heels dekhe. Lekin woh bohot bade the.,neutral
Maine apni ungli gale mein daali aur mere jeebh aur gale par bohot saare bumps hain.,negative
Dang last url down ho gaya ? http://blip.fm/~7aigm,negative
"Ohoh main tumhare saare tweets miss kar gaya ab mujhe announcement dekhne ke liye puri raat jagna padega, **** time difference.",negative
Damnit sab. Yeh bura hai. Tum un logon mein se ek the jise main wapas kheenchne wala tha lol,negative
Mera boss. Woh NYC move kar rahi hai.,neutral
"Yeh bohot crazy hai, mujhe bukhaar hai.",negative
Apne Saturday subah ko research essay ke liye notes lete hue bita raha hoon kyunki kisi stupid **** ne book recall kar li jo main use kar raha hoon. Not fair.,negative
Mujhe lagta hai mujhe naye friends chahiye.,neutral
Tumhare Ireland gig ka intezaar hai!!! Waha milenge!,neutral
Kripya Sunehre Ad Placement review karein http://tinyurl.com/oow6mk,positive
Aww tum mujhe pyaar karte ho.,positive
"Bhook lag rahi hai, Twitter. Mujhe khana chahiye. </3",neutral
Awesome lucky you.,positive
"Haan, mujhe pata hona chahiye.. lekin sab kuch batao! ps: mujhe direct messages bhejo bataane ke liye.. haha",neutral
"Haha main Jewish hoon, mujhe woh pasand aaya.",positive
"Boyos ke saath beer garden mein accha samay bitaaya!! Lagta hai suraj mujhe thoda zyada lag gaya, thoda beemar mehsoos kar raha hoon!!",neutral
Main bhi 3 din par hoon matt. Is weekend par maza nahi.,negative
"Tumhe sach mein nahi lagta? Shayad tum sahi ho... lol. By the way, kaunsa phone use kar rahe ho? Shayad tumne mujhe pehle bataya... mere paas tumhare liye ek app ho sakta hai.",neutral
Main tumhara dard samajh sakta hoon. Mera bhi aisa hi hai.,negative
Do din baad wapas aayega.,neutral
Sadly nahi. Yeh ek ke saath nahi aaya...,negative
Kal apne ladke se milne ke liye intezaar nahi ho raha.,positive
Ehh nahi. Bas ek check up. Mere paas agle hafte dentist app hai. Mera molar nikalna hai/root canal.,neutral
Aww mujhe elmwood ke neeche drive karna miss kar raha hoon.,negative
Omg Wango Tango was **** AWSOME! Mujhe apne baby se pyaar hai mujhe le jaane ke liye.,positive
"Humare live, interactive Trans-Siberian ticket planner ka version 2 launch hua: http://tinyurl.com/c5ljwm - yeh bohot cool hai.",positive
30439 main sach mein jaana chahta hoon!,positive
"Haan, bohot mushkil, lekin mujhe pata hai tum isse paar kar loge... muskurao.",neutral
"Main December mein 25 ka ho jaunga, yeh bilkul accha nahi hai, agla bada birthday 30 ka hai. 21 ke baad time ud jaata hai.",negative
Yeh meri raat bana diya!! Bohot funny!!,positive
Woo CAVS. Happy Mother’s Day!,positive
Main bhi wahi face banata hoon jab main ghar aata hoon aur tumhari mom soaps dekh rahi hoti hain.,neutral
Mujhe ab kaam par jaana hai.,neutral
Main vishwas nahi kar sakta ke tum bina mujhe boba lene gaye.,neutral
"Aur tumhe bhi, tum kaise ho aaj?",neutral
Garam welcome ke liye thanks! Humne plans nahi banaye kyunki humara arrival time itna uncertain tha.,positive
19 din aur intezaar.,neutral
Sorry doston - Main abhi deadlines mein phasa hoon aur hamare paas family visit kar rahi hai! No charades for me.,negative
BRAINFREEZE,neutral
Abhi abhi Gravity ka ek shortcoming discover kiya. Jab tum Twitpic (integrated) use karte ho toh yeh pic URL ko 140 character limit se subtract nahi karta.,neutral
Mera sunburn peel ho raha hai.,negative
Perky purple nail polish chipped hone par itna perky nahi lagta.,neutral
http://twitpic.com/4sx96 - pehle unhone smokers pit mein CAMERA lagaya. Ab main bina pakde uss door ko vandalize nahi kar sakta.,neutral
Akela lete hue!! Mook apne play pen mein bohot comfy hai. Mujhe pehle ill lag raha tha ab mere paas cuddle karne ke liye koi nahi...,negative
Mujhe dentist se nafrat hai.,negative
"Tumhare taraf kuch nahi, bas join kar raha hoon... sorry.",negative
Main twitter break le raha hoon. Cell mar raha hai.,negative
Good morning,neutral
"Apni English original writing story likh raha hoon. aur ‘a little respect’ by Erasure sun raha hoon, aaaaaah.",neutral
Aur followers chahiye.,neutral
"Kaash main apne nails karwa sakti, stupid job.",negative
"Labyrinth ka chhota wormy aaj sadly guzar gaya, lekin koi baat nahi, woh ab bhi ek happy ghost form mein hai aww. http://twitpic.com/67aim",neutral
'No pants' idea airlines ke business wapas laane ka naya attempt ho sakta hai world-wide.,neutral
Have a good one.,positive
"Haan, asal mein woh popular hai, Miss India 99, talented film actress... aur bohot kuch.",positive
Kal kaam par nahi jaana chahta.,negative
Daniel ne DSDS jeet liya. Uski awaaz bohot acchi hai.,positive
[-O] Kaash The Birthday Massacre Australia aate. Mujhe lagta hai unhone kaha tha woh soch rahe hain.. http://tinyurl.com/p6lfch,neutral
Umeed thi ke is weekend Red Lobster jaaunga.,neutral
"_x_ATL tum Jack Barakat ke baare mein keh rahe ho?! Wow, tum kabhi uske ghar gaye ho? Hehe tum bahut lucky ho address hone ke liye!",positive
Umeed hai ke aaj dopahar 4:20 ban jaaye...,positive
Iska matlab hai ke tum ab FAMOUS ho. Mubarak!,positive
Mera phone kal guzar gaya.. woh table se gir gaya. Naya phone dhoond raha hoon...,negative
"Mere paas itne fantastic doston hain, jinme se kuch yahin se mile hain! Mere zindagi mein hone ke liye shukriya - aap log bohot amazing hain!",positive
Tamlyn chahti hai ke woh mere sock draw jitni cool ho.,positive
Toh koi rice ya crusty bread nahi chili ke saath... aawww.,neutral
"Hum dono ka soch is shaam milta hai, mere pyaare!",neutral
Aao aur mujhe packing se bachaao please?!,neutral
"Haan, mujhe chai pasand hai. Agar isse main typically English ban jaata hoon, toh thik hai.",positive
Ek muh zaroori hai.,positive
_dec0de Finally mere paas sirf 1 ghante ki history class hai... 3 baje! Lekin main 8 baje hi highschool gaya homework karne ek dost ke saath.,neutral
Pancakes!! Lemon aur sugar ke saath shukriya!,positive
"Si, no bueno. Mujhe lagta hai main usse entertain nahi karta :/",negative
"Abhi bohot bhook lag rahi hai aur yeh heels mujhe maar rahi hain, chalna mushkil ho raha hai.",negative
Dono electronic keys kaam karna band kar diya. Koi keyhole nahi hai! Car mein nahi ghus sakta. Technology ka yeh haal.,negative
"Yay, teen followers! Accha lagta hai jaanna ke is bade wide world mein ek se zyada log fishies pasand karte hain.",positive
'Mera naam Tony hai!!!!!! ...hey nahi!!!!' - bechara Tony.,negative
Goodmorning.,positive
Kal ke liye ek shift li. Abhi kaam karne ka mann nahi ho raha.,negative
"Mujhe bhi apna pasand hai. Happy Mother’s Day tumhari mom ko, John Taylor. Tumhe bhi bohot pyaar.",positive
Bagh mein ek black snake dekha. Photo lene gaya toh woh chala gaya.,neutral
http://twitpic.com/4wukt - Humne Ludi ke liye uska apna rug kharida. Dogs best hain.,positive
Ab waterfront nahi hai. Faccia Luna aur Clarendon chalega.,negative
Apni maa ko bohot pyaar karti hai! Happy Mother’s Day sab wonderful mothers ko.,positive
Thoda galat ho gaya aur flu pakad liya. Poop jaisa lag raha hai.,negative
"Mujhe wow khelne ka mann ho raha hai lekin mujhe 2 hafton ka intezaar karna padega jab tak main apne dad ke paas nahi jaata! 5+47 din McFly tak, main bohot excited hoon (L)",positive
Ok... passengers... koi zinda nahi hai... sab mar chuke hain... tumhe end tak pata nahi chalta... phir tum rote ho...,negative
Discover kiya ke aur share kar rahe hain G reader par aur mujhe pata bhi nahi tha. Sigh.... Main bohot bada G reader newb hoon.,neutral
"Aaj raat relaxed hoon, isliye venom spew nahi kar sakta ya funny likh nahi sakta. Lagta hai yeh dono mere styles hain.",neutral
"Agar tum karte ho, please mere liye prarthana karo. Bhagwan jaante hain mujhe zaroorat hai.",neutral
Aaaaaw main USA mein rehna chahta hoon.,neutral
Morning tweeple.,positive
"Hey, mujhe kuch nahi mila!!!",neutral
Ab tumhare paas sirf 2 ghante hain sone ke liye... - Agar zaroorat ho toh aaram karo.,positive
"Isne mera din behtar bana diya, yeh bohot rough raha hai. Kya maine naya photo pasand aaya mention kiya!",neutral
Main prom night par ghar nahi baithna chahta. Koi mujhe hang out karne chalo.,negative
Foot surgery ke baad ghar ja rahi hoon aur chahti hoon ke koi boyfriend aake mujhe cuddle kare.,positive
"Concert tonight, chackin out aur kal nahi aa rahi!",neutral
Kya hua? Main socha tha tum aaj wapas aa rahe ho...,neutral
"Lol dammit, accha next time phir.",negative
Lol. bas mujhe kabhi bhoolna mat.,positive
Abhi bhi jealous.,negative
"http://twitpic.com/67qv3 - Main Forever 21 par, Ethan waha nahi tha.",negative
Abhi udaas hoon lekin pehle haar nahi maan rahi.. Maine kuch nahi kiya!!!! :**-(,negative
Yeh week mera asaan nahi tha! Lekin aakhir mein khatam ho gaya! (:,negative
Wow kya beautiful picture hai... aur waise....main straight hoon....bas batane chahata tha!!! Bella,positive
Arch. Drawing mein hoon. MVCC ka CAD degree dekh raha hoon. Accha lag raha hai mujhe.,positive
"'Log hote hain aur phir pencils hote hain' kuch sharp hote hain, kuch nahi aur kuch ko sharpen kiya jaa sakta hai, meri pencil philosophy.....",neutral
Bas ghar jaane wala hoon. Main usually 'mr. positive' hoon lekin aaj un dinon mein se ek hai. 15 mins aur kal ho jayega!,neutral
Lekin tumhare paas hamesha lee hai. Chalo Paris chalte hain.,neutral
"Tumhe pata hai tum aana chahti ho aur mujhe company dena chahti ho jab mum apne friends ke yaha raat guzaar rahi hai, yeh shaam bohot acchi hai!",positive
"Apne dad ke saath cooking kar raha hoon, kitchen mein bohot maza aa raha hai.",positive
Bouncing Rush mujhe nauseous mehsoos karata hai.,negative
Woolsery jaane ke liye taiyaar hoon aaj subah North Molton U16 ko North Devon League title jeetne dekhne ke liye. Lovely day hai.,positive
Apne fave duetter ke bina singstar khel raha hoon.,negative
"Tum miss kar rahe ho, bb! Main cereal ka nut hoon, mujhe har tarah ka cereal pasand hai jo available hai.",positive
"Yeh bohot ajeeb hai... :\ Oh, aur tum mere liye kya draw kar rahe the?",negative
Abhi-abhi uthi,positive
maa apna naya gn'r cd sun rahi hai jo maine kharida kyunki main acchi beti hoon.,negative
"Birds bahar hain, oh man... Yeh cool nahi hai aur maine raat ko ab tak nahi soya!!!",positive
"250 miles ho gaya, sirf 1750 aur jaana hai. Koi baat nahi, u2 radio par hamesha madad karta hai.",negative
"Mere Street Fighter IV skills lacking hain, Seth ko easy par nahi hara sakta.",positive
FIL 461 cool logon ke saath jaise main.,positive
Good Morning!!! Kaam aur phir ESPN ka Sunday night Baseball. Umeed hai baarish nahi hogi.,neutral
"Mujhe lagta hai yeh The Good Life ka ""Under a Honeymoon"" hai -- ya toh phir Joseph Arthur ka ""Under a Honey Moon"" hai.",negative
Mere bete ko pehli baar insect ne kaata. Uski chhoti ungli thodi si swollen hai.,neutral
Hours ho gaye jab main aaya tha....aur ab jaake realise kiya jab kuch online kharidne gaya.,neutral
Oh bas hamare LJ par exchange ke liye refer kar raha tha twitter archive postings ke liye.,negative
Car mein drunk dj opus sun raha hoon. lmao. Act mat karo jaise tumhe pata nahi.,positive
Kyon un logon ke pair choomte ho jo tumhe maarte hain jab tum kuch bhi ban sakte ho jo tum chahta ho? subah sabko! Umeed hai tumhara din best ho.,negative
Yeh raha ek brief preview: http://bit.ly/eHCfP OMG James is creepy us role mein! Usse darr lagta hai mujhe.,negative
Main crab legs miss kar raha hoon aur apne going away attend kar raha hoon!,negative
Hicks mean hain!,negative
"Jersey trip ke liye taiyaar ho raha hoon, mere dad ki tabiyat theek nahi hai, unhe naya heart chahiye~jo bhi yeh dekhe please mere dad ke liye prarthana karein.",neutral
"Jaldi aata hoon, shops jaana hai aur ghaas kaatni hai.",neutral
Main jaag gaya hoon. Aaj apne bedroom ko transform karne ka plan hai. Random.,negative
"Kal tak ghar par hoon. Running aur spinning kar liya. Ab chiropractor, laundry, shopping, aur family visit ka time. Nathan ko miss kar raha hoon.",neutral
Yeh ek aur sponsor hai.,negative
"Aur hum mein se zyada tar office mein phase rahenge, kuch bina windows ke.",negative
Nahi yeh sad nahi hai. Tumhe proud hona chahiye.,negative
"Sorry, hum koshish karenge ke shor kam rakhein.",neutral
Ghar par akela hoon.. Homework kar raha hoon.,negative
"Ke anusaar, ek chauthai families six ke neeche poverty mein rehti hain.",negative
Paise na kharchne ka plan accha nahi chal raha.,neutral
Apne sab bamboozle photos facebook par upload kar raha hoon.,positive
Mubarak ho! Tum log humse ek mahina pehle khatam kar lete ho. booo,negative
"Vaastav mein, kaash main wapas Tahoe mein hota. Waha mujhe yaad aata hai.",neutral
"Jaag gaya, main apne bistar mein rehna chahta hoon.",negative
Lekin mera birthday JUNE 19 hai.. yeh wack hai... aur maine apne birthday party ke liye koi promotions nahi dekhe. Koi isse jaldi manage kare!,neutral
_Marie Wish I could make it too!!! I hate my commute sometimes,neutral
workin a long day today... hopefully i can make some good tips,positive
 but it all went too quick and there wasn`t a chance lol,negative
Hates headaches! Maybe I`m not ready to rock,negative
 Thanks for the support,positive
there`s really no android twitter app of Tweetie`s calibre,neutral
"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",positive
Nyappy mother`s day to your mom`s.,positive
yeah.... and im gonna take ur picture off my ipod baby..,neutral
 traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,negative
 lol same here....wish there was a way to microsize everything...lol,neutral
" 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",negative
"_Libertine um, glad you enjoyed it...",positive
About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,neutral
 im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative
 He says he feels mama tucking him in at night  He`s lonely but getting by. Tomorrow will be tough!,negative
I miss her alot and its only been one day,negative
 sounds like you all had a great night . i`m glad it was successful,positive
 Thanks for sharing that,positive
 you should say mlia instead of fml  i hope you find it soon,positive
"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",positive
 nah jkin he`s hot! so... bored now,neutral
Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,positive
 yes i have read them many times.,neutral
 Cuz you play a grown up on Twitter?,neutral
i am living in ignorance  :@,negative
 nope... it is telling you that you want cameo creams,neutral
 AWWWW  we`re gonna miss you!,negative
 WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,positive
"_terrible haha, that was new  the fact that he couldn`t do it should have cost his part. What kind of Spock is that!",neutral
today was a lovely day! I had fun with  and  this evening!,positive
 Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,negative
"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",negative
 it was amazing,positive
@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,neutral
